Hotel~ Departement~ Number Of Rooms~ Price~ Lien 
La Bonne Étape~ (Alpes-de-Haute-Provence)~ 19Rooms~ 158.00~ https://www.relaischateaux.com/us/france/bonneetape-alpes-de-haute-provence-chateau-arnoux 
Georges Blanc Parc & Spa~ (Ain)~ 42Rooms~ 250.00~ https://www.relaischateaux.com/us/france/blanc-ain-vonnas 
Le Château de Beaulieu~ (Pas-de-Calais)~ 20Rooms~ 170.00~ https://www.relaischateaux.com/us/france/chateaubeaulieu-pas-de-calais-busnes 
Château de La Chèvre d’Or~ (Alpes-Maritimes)~ 40Rooms~ 237.00~ https://www.relaischateaux.com/us/france/chevredor-alpes-maritimes-eze-village 
Château de Drudas~ (Haute Garonne)~ 23Rooms~ ~ https://www.relaischateaux.com/us/france/chateau-de-drudas 
Le Saint-James Bouliac~ (Gironde)~ 18Rooms~ 175.00~ https://www.relaischateaux.com/us/france/stjames-gironde-bouliac 
Brittany & Spa~ (Finistère)~ 33Rooms~ 167.00~ https://www.relaischateaux.com/us/france/brittany-finistere-roscoff 
La Signoria & Spa~ (Corse)~ 30Rooms~ 352.00~ https://www.relaischateaux.com/us/france/signoria-corse-calvi 
Relais de la Poste~ (Landes)~ 16Rooms~ 162.00~ https://www.relaischateaux.com/us/france/poste-landes-magescq 
Clarance Hôtel~ (Nord)~ 19Rooms~ 170.00~ https://www.relaischateaux.com/us/france/clarance-hotel-nord 
Le Mas des Herbes Blanches~ (Vaucluse)~ 48Rooms~ 218.00~ https://www.relaischateaux.com/us/france/masherbes-vaucluse-joucas 
Hôtel Parc Victoria~ (Pyrénées-Atlantiques)~ 20Rooms~ 160.00~ https://www.relaischateaux.com/us/france/parcvictoria-pyrenees-atlantiques-saint-jean-de-luz 
Hôtel Le Chabichou Restaurants & Spa~ (Savoie)~ 41Rooms~ 470.00~ https://www.relaischateaux.com/us/france/chabichou-savoie-courchevel-1850 
Le Domaine de Verchant~ (Hérault)~ 27Rooms~ 216.00~ https://www.relaischateaux.com/us/france/verchant-herault-montpellier 
Domaine d’Auriac~ (Aude)~ 21Rooms~ 200.00~ https://www.relaischateaux.com/us/france/auriac-aude-carcassonne 
Abbaye de la Bussière~ (Côte-d’Or)~ 20Rooms~ 225.00~ https://www.relaischateaux.com/us/france/bussiere-cote-d-or-la-bussiere-sur-ouche 
Le Clos~ (Normandie)~ 12Rooms~ 220.00~ https://www.relaischateaux.com/us/france/leclos-normandie-verneuil-sur-avre 
Domaine Les Crayères~ (Marne)~ 20Rooms~ 380.00~ https://www.relaischateaux.com/us/france/crayeres-marne-reims 
Le Couvent des Minimes Hôtel & Spa L'Occitane~ (Alpes-de-Haute-Provence)~ 46Rooms~ 224.00~ https://www.relaischateaux.com/us/france/minimes-alpes-de-haute-provence-mane 
La Maison d'Uzès~ (Gard)~ 9Rooms~ 131.00~ https://www.relaischateaux.com/us/france/maisonduzes-gard-uzes 
Château de Courcelles~ (Aisne)~ 18Rooms~ 205.00~ https://www.relaischateaux.com/us/france/courcelles-aisne-courcelles-sur-vesle 
Castel Clara Thalasso & Spa~ (Morbihan)~ 63Rooms~ 140.00~ https://www.relaischateaux.com/us/france/castelclara-morbihan-bangor 
Le Vieux Logis~ (Dordogne)~ 24Rooms~ 170.00~ https://www.relaischateaux.com/us/france/vieuxlogis-dordogne-tremolat 
Cazaudehore « La Forestière »~ (Yvelines)~ 30Rooms~ 151.00~ https://www.relaischateaux.com/us/france/cazaudehore-yvelines-saint-germain-en-laye 
Château de Mirambeau~ (Charente-Maritime)~ 40Rooms~ 191.00~ https://www.relaischateaux.com/us/france/mirambeau-charente-maritime-mirambeau 
Hôtel de la Plage~ (Finistère)~ 19Rooms~ 176.40~ https://www.relaischateaux.com/us/france/laplage-finistere-sainte-anne-la-palud 
